antal_sålda,gata,id
59,"Slutpriser bostäder - Råggatan, Stockholms kommun",476260
57,"Slutpriser bostäder - Timotejgatan, Stockholms kommun",476261
0,"Slutpriser bostäder - Vetegatan, Stockholms kommun",476262
5,"Slutpriser bostäder - Gräsgatan, Stockholms kommun",476263
0,"Slutpriser bostäder - Hammarby Slussväg, Stockholms kommun",476264
0,"Slutpriser bostäder - Skansbrogatan, Stockholms kommun",476265
0,"Slutpriser bostäder - Hjalmar Cederströms gata, Stockholms kommun",476266
4,"Slutpriser bostäder - Rapsgatan, Stockholms kommun",476267
0,"Slutpriser bostäder - Sachsgatan, Stockholms kommun",476268
0,"Slutpriser bostäder - Sjukhusbacken, Stockholms kommun",476269
54,"Slutpriser bostäder - Vickergatan, Stockholms kommun",476270
0,"Slutpriser bostäder - Åsötorget, Stockholms kommun",476271
76,"Slutpriser bostäder - Maria Bangata, Stockholms kommun",476272
4,"Slutpriser bostäder - Sköldgatan, Stockholms kommun",476273
192,"Slutpriser bostäder - Fatburs Kvarngata, Stockholms kommun",476274
12,"Slutpriser bostäder - Lehusens Gränd, Stockholms kommun",476275
19,"Slutpriser bostäder - Timmermansgränd, Stockholms kommun",476276
0,"Slutpriser bostäder - Luthens Gränd, Stockholms kommun",476277
0,"Slutpriser bostäder - Ekermans Gränd, Stockholms kommun",476278
14,"Slutpriser bostäder - Jägargatan, Stockholms kommun",476279
132,"Slutpriser bostäder - Marmorgatan, Stockholms kommun",476280
99,"Slutpriser bostäder - Tideliusgatan, Stockholms kommun",476281
0,"Slutpriser bostäder - Söderhallarna, Stockholms kommun",476282
0,"Slutpriser bostäder - Fredriksdalsvägen, Stockholms kommun",476283
299,"Slutpriser bostäder - Hammarby Allé, Stockholms kommun",476284
44,"Slutpriser bostäder - Hammarby Kaj, Stockholms kommun",476285
0,"Slutpriser bostäder - Hammarby Kajväg, Stockholms kommun",476286
96,"Slutpriser bostäder - Heliosgatan, Stockholms kommun",476287
0,"Slutpriser bostäder - Korphoppsgränd, Stockholms kommun",476288
0,"Slutpriser bostäder - Kölnavägen, Stockholms kommun",476289
0,"Slutpriser bostäder - Motorvägen, Stockholms kommun",476290
0,"Slutpriser bostäder - Mårtensdalsgatan, Stockholms kommun",476291
0,"Slutpriser bostäder - Skansbacken, Stockholms kommun",476292
0,"Slutpriser bostäder - Skansbron, Stockholms kommun",476293
0,"Slutpriser bostäder - Sundstabacken, Stockholms kommun",476294
30,"Slutpriser bostäder - Textilgatan, Stockholms kommun",476295
62,"Slutpriser bostäder - Virkesvägen, Stockholms kommun",476296
0,"Slutpriser bostäder - Glödlampsgränd, Stockholms kommun",476297
26,"Slutpriser bostäder - Ljusslingan, Stockholms kommun",476298
47,"Slutpriser bostäder - Lumaparksvägen, Stockholms kommun",476299
113,"Slutpriser bostäder - Fredriksdalsgatan, Stockholms kommun",476300
9,"Slutpriser bostäder - Hammarby Fabriksväg, Stockholms kommun",476301
200,"Slutpriser bostäder - Lugnets Allé, Stockholms kommun",476302
116,"Slutpriser bostäder - Midskeppsgatan, Stockholms kommun",476303
93,"Slutpriser bostäder - Skagersvägen, Stockholms kommun",476304
430,"Slutpriser bostäder - Sköntorpsvägen, Stockholms kommun",476305
0,"Slutpriser bostäder - Vindomsvägen, Stockholms kommun",476306
146,"Slutpriser bostäder - Ymsenvägen, Stockholms kommun",476307
110,"Slutpriser bostäder - Gullmarsvägen, Stockholms kommun",476308
81,"Slutpriser bostäder - Marviksvägen, Stockholms kommun",476309
0,"Slutpriser bostäder - Simlångsvägen, Stockholms kommun",476310
0,"Slutpriser bostäder - Skansberg, Stockholms kommun",476311
0,"Slutpriser bostäder - Skanshöjden, Stockholms kommun",476312
0,"Slutpriser bostäder - Skanskvarn, Stockholms kommun",476313
28,"Slutpriser bostäder - Steningevägen, Stockholms kommun",476314
0,"Slutpriser bostäder - Tydingevägen, Stockholms kommun",476315
0,"Slutpriser bostäder - Byängsgränd, Stockholms kommun",476316
0,"Slutpriser bostäder - Huddingevägen, Stockholms kommun",476317
0,"Slutpriser bostäder - Ostmästargränd, Stockholms kommun",476318
0,"Slutpriser bostäder - Sockengränd, Stockholms kommun",476319
0,"Slutpriser bostäder - Sockenvägen, Stockholms kommun",476320
0,"Slutpriser bostäder - Älvkällevägen, Stockholms kommun",476321
0,"Slutpriser bostäder - Brunnbyvägen, Stockholms kommun",476322
0,"Slutpriser bostäder - Ersta Gårdsväg, Stockholms kommun",476323
0,"Slutpriser bostäder - Fiskhallsvägen, Stockholms kommun",476324
0,"Slutpriser bostäder - Frukthandlarvägen, Stockholms kommun",476325
0,"Slutpriser bostäder - Grosshandlarvägen, Stockholms kommun",476326
0,"Slutpriser bostäder - Importörvägen, Stockholms kommun",476327
0,"Slutpriser bostäder - Marknadsvägen, Stockholms kommun",476328
0,"Slutpriser bostäder - Minuthandlarvägen, Stockholms kommun",476329
0,"Slutpriser bostäder - Partihandlarvägen, Stockholms kommun",476330
0,"Slutpriser bostäder - Postgårdsvägen, Stockholms kommun",476331
0,"Slutpriser bostäder - Producentvägen, Stockholms kommun",476332
0,"Slutpriser bostäder - Uppköparvägen, Stockholms kommun",476333
0,"Slutpriser bostäder - Åbyvägen, Stockholms kommun",476334
2,"Slutpriser bostäder - Bägerstavägen, Stockholms kommun",476335
4,"Slutpriser bostäder - Dammtrappgatan, Stockholms kommun",476336
5,"Slutpriser bostäder - Delägargatan, Stockholms kommun",476337
0,"Slutpriser bostäder - Enskede Gårdsväg, Stockholms kommun",476338
3,"Slutpriser bostäder - Föreningsvägen, Stockholms kommun",476339
3,"Slutpriser bostäder - Godsägarvägen, Stockholms kommun",476340
2,"Slutpriser bostäder - Herrgårdsvägen, Stockholms kommun",476341
7,"Slutpriser bostäder - Kålgårdsvägen, Stockholms kommun",476342
3,"Slutpriser bostäder - Medlemsvägen, Stockholms kommun",476343
75,"Slutpriser bostäder - Odelbergsvägen, Stockholms kommun",476344
1,"Slutpriser bostäder - Revisorsvägen, Stockholms kommun",476345
1,"Slutpriser bostäder - Rügenvägen, Stockholms kommun",476346
2,"Slutpriser bostäder - Usedomsvägen, Stockholms kommun",476347
1,"Slutpriser bostäder - Öselvägen, Stockholms kommun",476348
0,"Slutpriser bostäder - Drivhusvägen, Stockholms kommun",476349
45,"Slutpriser bostäder - Lindevägen, Stockholms kommun",476350
